,Region Name,Country,Class,Category,Type,Constant 2018 USD,Data Type
1062,North America,Mexico,B1,Capacity-enhancing,Boat constsruct. & renov.,11882190.442040965,Reported
1063,North America,Mexico,B2,Capacity-enhancing,Fisheries dev. projects,9647077.021776574,Reported
1064,North America,Mexico,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1065,North America,Mexico,B4,Capacity-enhancing,Markt. & storage infrast.,14807664.603126656,Reported
1066,North America,Mexico,B5,Capacity-enhancing,Tax exemption,130530799.41499999,Reported
1067,North America,Mexico,B6,Capacity-enhancing,Fishing access,323782.64,Modeled
1916,North America,Mexico,B7,Capacity-enhancing,Fuel subsidies,23585488.951212004,Reported
1068,North America,Mexico,C1,Ambiguous,Fisher assistance,24293424.236065485,Reported
1069,North America,Mexico,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1070,North America,Mexico,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1755,North America,USA,A1,Beneficial,Fisheries mangt.,1956419781.1842108,Reported
1756,North America,USA,A2,Beneficial,Fishery R&D,40127780.197721615,Reported
1757,North America,USA,A3,Beneficial,MPAs,190570702.9660677,Modeled
1758,North America,USA,B1,Capacity-enhancing,Boat constsruct. & renov.,2659142.906268655,Reported
1759,North America,USA,B1,Capacity-enhancing,Boat constsruct. & renov.,145180302.44224045,Modeled
1760,North America,USA,B2,Capacity-enhancing,Fisheries dev. projects,336524.24788638705,Reported
1761,North America,USA,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1762,North America,USA,B4,Capacity-enhancing,Markt. & storage infrast.,231130019.700865,Reported
1763,North America,USA,B5,Capacity-enhancing,Tax exemption,505507564.1830884,Modeled
1764,North America,USA,B6,Capacity-enhancing,Fishing access,50418583.06,Modeled
1974,North America,USA,B7,Capacity-enhancing,Fuel subsidies,200996603.4518731,Modeled
1765,North America,USA,C1,Ambiguous,Fisher assistance,349000.0,Reported
1766,North America,USA,C2,Ambiguous,Vessel buyback,105792164.94766605,Modeled
1767,North America,USA,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
60,Oceania,Australia,A1,Beneficial,Fisheries mangt.,103315416.43911189,Reported
61,Oceania,Australia,A2,Beneficial,Fishery R&D,53391595.80546412,Reported
62,Oceania,Australia,A3,Beneficial,MPAs,181232631.4389617,Modeled
63,Oceania,Australia,B1,Capacity-enhancing,Boat constsruct. & renov.,12903829.247416517,Modeled
64,Oceania,Australia,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
65,Oceania,Australia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
66,Oceania,Australia,B4,Capacity-enhancing,Markt. & storage infrast.,344832.0795,Reported
67,Oceania,Australia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
68,Oceania,Australia,B6,Capacity-enhancing,Fishing access,2845893.93,Modeled
1833,Oceania,Australia,B7,Capacity-enhancing,Fuel subsidies,12218003.960148793,Modeled
69,Oceania,Australia,C1,Ambiguous,Fisher assistance,19086634.932589296,Reported
70,Oceania,Australia,C2,Ambiguous,Vessel buyback,9402956.249814373,Modeled
71,Oceania,Australia,C3,Ambiguous,Rural fisher communities,2477287.5666660042,Reported
517,Oceania,Fiji,A1,Beneficial,Fisheries mangt.,13292325.346933214,Modeled
518,Oceania,Fiji,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
519,Oceania,Fiji,A3,Beneficial,MPAs,21420911.46252069,Modeled
520,Oceania,Fiji,B1,Capacity-enhancing,Boat constsruct. & renov.,1795164.47801721,Modeled
521,Oceania,Fiji,B2,Capacity-enhancing,Fisheries dev. projects,5309747.579971924,Modeled
522,Oceania,Fiji,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
523,Oceania,Fiji,B4,Capacity-enhancing,Markt. & storage infrast.,4032921.3047893867,Modeled
524,Oceania,Fiji,B5,Capacity-enhancing,Tax exemption,6250635.983841673,Modeled
525,Oceania,Fiji,B6,Capacity-enhancing,Fishing access,216026.71,Modeled
1871,Oceania,Fiji,B7,Capacity-enhancing,Fuel subsidies,7198192.865772075,Modeled
526,Oceania,Fiji,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
527,Oceania,Fiji,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
528,Oceania,Fiji,C3,Ambiguous,Rural fisher communities,1665754.4055305677,Modeled
626,Oceania,Kiribati,A1,Beneficial,Fisheries mangt.,51239495.47029273,Modeled
627,Oceania,Kiribati,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
628,Oceania,Kiribati,A3,Beneficial,MPAs,5196945.000038591,Modeled
629,Oceania,Kiribati,B1,Capacity-enhancing,Boat constsruct. & renov.,532375.7762877037,Modeled
630,Oceania,Kiribati,B2,Capacity-enhancing,Fisheries dev. projects,6280953.725132929,Modeled
631,Oceania,Kiribati,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
632,Oceania,Kiribati,B4,Capacity-enhancing,Markt. & storage infrast.,8879105.886987505,Modeled
633,Oceania,Kiribati,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
634,Oceania,Kiribati,B6,Capacity-enhancing,Fishing access,1083381.27,Modeled
1880,Oceania,Kiribati,B7,Capacity-enhancing,Fuel subsidies,639435.9827517784,Modeled
635,Oceania,Kiribati,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
636,Oceania,Kiribati,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
637,Oceania,Kiribati,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1227,Oceania,Marshall Is,A1,Beneficial,Fisheries mangt.,20402368.992504068,Modeled
1228,Oceania,Marshall Is,A2,Beneficial,Fishery R&D,4780335.514452796,Modeled
1229,Oceania,Marshall Is,A3,Beneficial,MPAs,2972441.799758212,Modeled
1230,Oceania,Marshall Is,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1231,Oceania,Marshall Is,B2,Capacity-enhancing,Fisheries dev. projects,2089377.5100740734,Modeled
1232,Oceania,Marshall Is,B3,Capacity-enhancing,Fishing port develop.,1217256.0907225655,Modeled
1233,Oceania,Marshall Is,B4,Capacity-enhancing,Markt. & storage infrast.,1586948.3336475452,Modeled
1234,Oceania,Marshall Is,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1235,Oceania,Marshall Is,B6,Capacity-enhancing,Fishing access,1928764.83,Modeled
1930,Oceania,Marshall Is,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1236,Oceania,Marshall Is,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1237,Oceania,Marshall Is,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1238,Oceania,Marshall Is,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1215,Oceania,Micronesia,A1,Beneficial,Fisheries mangt.,1944724.765490435,Reported
1216,Oceania,Micronesia,A2,Beneficial,Fishery R&D,959465.2049013324,Modeled
1217,Oceania,Micronesia,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1218,Oceania,Micronesia,B1,Capacity-enhancing,Boat constsruct. & renov.,406750.31186594465,Modeled
1219,Oceania,Micronesia,B2,Capacity-enhancing,Fisheries dev. projects,2126635.41170731,Reported
1220,Oceania,Micronesia,B3,Capacity-enhancing,Fishing port develop.,3984136.299520169,Modeled
1221,Oceania,Micronesia,B4,Capacity-enhancing,Markt. & storage infrast.,552077.4232412917,Reported
1222,Oceania,Micronesia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1223,Oceania,Micronesia,B6,Capacity-enhancing,Fishing access,1650680.35,Modeled
1929,Oceania,Micronesia,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1224,Oceania,Micronesia,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1225,Oceania,Micronesia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1226,Oceania,Micronesia,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1131,Oceania,Nauru,A1,Beneficial,Fisheries mangt.,12155805.000741865,Modeled
1132,Oceania,Nauru,A2,Beneficial,Fishery R&D,981676.2713973377,Modeled
1133,Oceania,Nauru,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1134,Oceania,Nauru,B1,Capacity-enhancing,Boat constsruct. & renov.,4706.75854808486,Modeled
1135,Oceania,Nauru,B2,Capacity-enhancing,Fisheries dev. projects,55530.19869168244,Modeled
1136,Oceania,Nauru,B3,Capacity-enhancing,Fishing port develop.,46102.896635718076,Modeled
1137,Oceania,Nauru,B4,Capacity-enhancing,Markt. & storage infrast.,78500.5805943059,Modeled
1138,Oceania,Nauru,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1139,Oceania,Nauru,B6,Capacity-enhancing,Fishing access,382.52,Modeled
1922,Oceania,Nauru,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1140,Oceania,Nauru,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1141,Oceania,Nauru,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1142,Oceania,Nauru,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1167,Oceania,New Zealand,A1,Beneficial,Fisheries mangt.,44594142.06846001,Reported
1168,Oceania,New Zealand,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1169,Oceania,New Zealand,A3,Beneficial,MPAs,32027483.059264466,Modeled
1170,Oceania,New Zealand,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1171,Oceania,New Zealand,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1172,Oceania,New Zealand,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1173,Oceania,New Zealand,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1174,Oceania,New Zealand,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1175,Oceania,New Zealand,B6,Capacity-enhancing,Fishing access,785595.88,Modeled
1925,Oceania,New Zealand,B7,Capacity-enhancing,Fuel subsidies,28166225.58028422,Modeled
1176,Oceania,New Zealand,C1,Ambiguous,Fisher assistance,710516.42,Reported
1177,Oceania,New Zealand,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1178,Oceania,New Zealand,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1239,Oceania,Palau,A1,Beneficial,Fisheries mangt.,20965574.911817554,Modeled
1240,Oceania,Palau,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1241,Oceania,Palau,A3,Beneficial,MPAs,2189035.7074944326,Modeled
1242,Oceania,Palau,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1243,Oceania,Palau,B2,Capacity-enhancing,Fisheries dev. projects,330695.8366325016,Modeled
1244,Oceania,Palau,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1245,Oceania,Palau,B4,Capacity-enhancing,Markt. & storage infrast.,251173.95222155136,Modeled
1246,Oceania,Palau,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1247,Oceania,Palau,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1931,Oceania,Palau,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1248,Oceania,Palau,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1249,Oceania,Palau,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1250,Oceania,Palau,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1275,Oceania,Papua New Guinea,A1,Beneficial,Fisheries mangt.,1371457.4759705106,Reported
1276,Oceania,Papua New Guinea,A2,Beneficial,Fishery R&D,2668531.609441386,Modeled
1277,Oceania,Papua New Guinea,A3,Beneficial,MPAs,2526622.259774299,Modeled
1278,Oceania,Papua New Guinea,B1,Capacity-enhancing,Boat constsruct. & renov.,1618814.762649066,Modeled
1279,Oceania,Papua New Guinea,B2,Capacity-enhancing,Fisheries dev. projects,3947720.4132392188,Reported
1280,Oceania,Papua New Guinea,B3,Capacity-enhancing,Fishing port develop.,2158991.8418941027,Reported
1281,Oceania,Papua New Guinea,B4,Capacity-enhancing,Markt. & storage infrast.,11036631.220828539,Reported
1282,Oceania,Papua New Guinea,B5,Capacity-enhancing,Tax exemption,3180825.1794654545,Modeled
1283,Oceania,Papua New Guinea,B6,Capacity-enhancing,Fishing access,5799581.920000001,Modeled
1934,Oceania,Papua New Guinea,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1284,Oceania,Papua New Guinea,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1285,Oceania,Papua New Guinea,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1286,Oceania,Papua New Guinea,C3,Ambiguous,Rural fisher communities,323848.77628411545,Reported
1792,Oceania,Samoa,A1,Beneficial,Fisheries mangt.,5429992.746857015,Modeled
1793,Oceania,Samoa,A2,Beneficial,Fishery R&D,1272263.3915972447,Modeled
1794,Oceania,Samoa,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1795,Oceania,Samoa,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1796,Oceania,Samoa,B2,Capacity-enhancing,Fisheries dev. projects,1209606.6032602775,Modeled
1797,Oceania,Samoa,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1798,Oceania,Samoa,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1799,Oceania,Samoa,B5,Capacity-enhancing,Tax exemption,1423949.1513966029,Modeled
1800,Oceania,Samoa,B6,Capacity-enhancing,Fishing access,46131.3,Modeled
1977,Oceania,Samoa,B7,Capacity-enhancing,Fuel subsidies,108738.57616095053,Modeled
1801,Oceania,Samoa,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1802,Oceania,Samoa,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1803,Oceania,Samoa,C3,Ambiguous,Rural fisher communities,680470.4296651119,Modeled
168,Oceania,Solomon Is,A1,Beneficial,Fisheries mangt.,10500444.815814449,Modeled
169,Oceania,Solomon Is,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
170,Oceania,Solomon Is,A3,Beneficial,MPAs,3873055.895479623,Modeled
171,Oceania,Solomon Is,B1,Capacity-enhancing,Boat constsruct. & renov.,809079.3353160681,Modeled
172,Oceania,Solomon Is,B2,Capacity-enhancing,Fisheries dev. projects,9545494.16300876,Modeled
173,Oceania,Solomon Is,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
174,Oceania,Solomon Is,B4,Capacity-enhancing,Markt. & storage infrast.,13494042.007956713,Modeled
175,Oceania,Solomon Is,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
176,Oceania,Solomon Is,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1842,Oceania,Solomon Is,B7,Capacity-enhancing,Fuel subsidies,245481.52162305318,Modeled
177,Oceania,Solomon Is,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
178,Oceania,Solomon Is,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
179,Oceania,Solomon Is,C3,Ambiguous,Rural fisher communities,436274.302531192,Modeled
1635,Oceania,Tonga,A1,Beneficial,Fisheries mangt.,1777871.0140037846,Modeled
1636,Oceania,Tonga,A2,Beneficial,Fishery R&D,416560.4470481347,Modeled
1637,Oceania,Tonga,A3,Beneficial,MPAs,729858.8946232585,Modeled
1638,Oceania,Tonga,B1,Capacity-enhancing,Boat constsruct. & renov.,95685.21243690091,Modeled
1639,Oceania,Tonga,B2,Capacity-enhancing,Fisheries dev. projects,283018.2589937942,Modeled
1640,Oceania,Tonga,B3,Capacity-enhancing,Fishing port develop.,164884.37244338816,Modeled
1641,Oceania,Tonga,B4,Capacity-enhancing,Markt. & storage infrast.,214961.32333027179,Modeled
1642,Oceania,Tonga,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1643,Oceania,Tonga,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1964,Oceania,Tonga,B7,Capacity-enhancing,Fuel subsidies,653444.7528284526,Modeled
1644,Oceania,Tonga,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1645,Oceania,Tonga,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1646,Oceania,Tonga,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1695,Oceania,Tuvalu,A1,Beneficial,Fisheries mangt.,4900690.949614183,Modeled
1696,Oceania,Tuvalu,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1697,Oceania,Tuvalu,A3,Beneficial,MPAs,725575.4824374273,Modeled
1698,Oceania,Tuvalu,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1699,Oceania,Tuvalu,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
1700,Oceania,Tuvalu,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1701,Oceania,Tuvalu,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1702,Oceania,Tuvalu,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1703,Oceania,Tuvalu,B6,Capacity-enhancing,Fishing access,395113.66,Modeled
1969,Oceania,Tuvalu,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1704,Oceania,Tuvalu,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1705,Oceania,Tuvalu,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1706,Oceania,Tuvalu,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1155,Oceania,Vanuatu,A1,Beneficial,Fisheries mangt.,1342666.4521191646,Reported
1156,Oceania,Vanuatu,A2,Beneficial,Fishery R&D,176709.1653999416,Reported
1157,Oceania,Vanuatu,A3,Beneficial,MPAs,440034.55286667787,Modeled
1158,Oceania,Vanuatu,B1,Capacity-enhancing,Boat constsruct. & renov.,345888.67844941706,Modeled
1159,Oceania,Vanuatu,B2,Capacity-enhancing,Fisheries dev. projects,632468.3204890422,Reported
1160,Oceania,Vanuatu,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1161,Oceania,Vanuatu,B4,Capacity-enhancing,Markt. & storage infrast.,5768824.08602084,Modeled
1162,Oceania,Vanuatu,B5,Capacity-enhancing,Tax exemption,679640.0941535302,Modeled
1163,Oceania,Vanuatu,B6,Capacity-enhancing,Fishing access,911866.76,Modeled
1924,Oceania,Vanuatu,B7,Capacity-enhancing,Fuel subsidies,4008640.9337661336,Modeled
1164,Oceania,Vanuatu,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1165,Oceania,Vanuatu,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1166,Oceania,Vanuatu,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
36,"South, Central America and Carribbean",Antigua Barb,A1,Beneficial,Fisheries mangt.,1113301.418862051,Modeled
37,"South, Central America and Carribbean",Antigua Barb,A2,Beneficial,Fishery R&D,260849.82154926535,Modeled
38,"South, Central America and Carribbean",Antigua Barb,A3,Beneficial,MPAs,1520416.4880689317,Modeled
39,"South, Central America and Carribbean",Antigua Barb,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
40,"South, Central America and Carribbean",Antigua Barb,B2,Capacity-enhancing,Fisheries dev. projects,439688.0711319198,Modeled
41,"South, Central America and Carribbean",Antigua Barb,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
