Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
Europe,Sweden,Fisheries dev. projects,3344151.5011755,Reported,"['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)', 'European Maritime and Fisheries Fund - Operational Programme for Sweden (2014)']"
Europe,Sweden,Fishing port develop.,94509.83957868,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)']
Europe,Sweden,Markt. & storage infrast.,2481866.93254214,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)']
Europe,Sweden,Tax exemption,8192641.1,Reported,['Tax Expenditures 2018']
Europe,Sweden,Fishing access,186009.68,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Sweden,Fuel subsidies,27026405.6072044,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Sweden,Fisher assistance,3161527.44701998,Reported,"['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Sweden,Vessel buyback,1935262.18803754,Modeled,
Europe,Sweden,Rural fisher communities,0,not found evidence of subsidy,
Europe,Ukraine,Fisheries mangt.,4157123.46372145,Modeled,
Europe,Ukraine,Fishery R&D,0,not found evidence of subsidy,
Europe,Ukraine,MPAs,5465943.45503494,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Ukraine,Boat constsruct. & renov.,2779029.50350908,Modeled,
Europe,Ukraine,Fisheries dev. projects,8219829.08063449,Modeled,
Europe,Ukraine,Fishing port develop.,0,not found evidence of subsidy,
Europe,Ukraine,Markt. & storage infrast.,0,not found evidence of subsidy,
Europe,Ukraine,Tax exemption,0,not found evidence of subsidy,
Europe,Ukraine,Fishing access,9346391.36,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Ukraine,Fuel subsidies,40267757.6418209,Modeled,
Europe,Ukraine,Fisher assistance,0,not found evidence of subsidy,
Europe,Ukraine,Vessel buyback,0,not found evidence of subsidy,
Europe,Ukraine,Rural fisher communities,520958.263004461,Modeled,
Europe,United Kingdom,Fisheries mangt.,27850200.8553072,Reported,"['Centre for Environment, Fisheries & Aquaculture, Annual Report and Accounts, 2017-18', 'DEFRA, Annual Reports 2017', 'Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']"
Europe,United Kingdom,Fishery R&D,2331460.22399469,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,MPAs,230078592.897165,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,United Kingdom,Boat constsruct. & renov.,552703.640631538,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,Fisheries dev. projects,7103821.97825604,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,Fishing port develop.,2760246.86046882,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,Markt. & storage infrast.,7237121.5910611,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,Tax exemption,0,not found evidence of subsidy,
Europe,United Kingdom,Fishing access,2950640.49,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,United Kingdom,Fuel subsidies,64386296.092517,Modeled,
Europe,United Kingdom,Fisher assistance,2358501.77764727,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
Europe,United Kingdom,Vessel buyback,16345552.2690055,Modeled,
Europe,United Kingdom,Rural fisher communities,6230662.50078881,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for United Kingdom (2017)']
North America,Canada,Fisheries mangt.,280471131.374546,Reported,['Government of Canada - Planned Expenditure by Program and by Organization (2017-18 to 2019-20)']
North America,Canada,Fishery R&D,2459332.45911239,Reported,['Government of Canada - Planned Expenditure by Program and by Organization (2017-18 to 2019-20)']
North America,Canada,MPAs,105237495.023472,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
North America,Canada,Boat constsruct. & renov.,3549806.30016,Reported,['Food in Canada (2018) Funding projects and support announced for PEI fisheries']
North America,Canada,Fisheries dev. projects,9683507.59302641,Reported,['Government of Canada - Planned Expenditure by Program and by Organization (2017-18 to 2019-20)']
North America,Canada,Fishing port develop.,70927867.7269344,Reported,['Government of Canada - Planned Expenditure by Program and by Organization (2017-18 to 2019-20)']
North America,Canada,Markt. & storage infrast.,1848857.448,Reported,['Food in Canada (2018) Funding projects and support announced for PEI fisheries']
North America,Canada,Tax exemption,39069952.8794012,Reported,"['Depenses Fiscales Quebec 2018', 'Government of Canada - Report on Federal Tax Expenditures 2019']"
North America,Canada,Fishing access,16727.93,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
North America,Canada,Fuel subsidies,69117291.50823,Modeled,
North America,Canada,Fisher assistance,240697699.074828,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
North America,Canada,Vessel buyback,0,not found evidence of subsidy,
North America,Canada,Rural fisher communities,30057408.6193668,Reported,['Government of Canada - Planned Expenditure by Program and by Organization (2017-18 to 2019-20)']
North America,Mexico,Fisheries mangt.,14263871.0573711,Reported,"['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
North America,Mexico,Fishery R&D,8012475.48784027,Reported,['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018']
North America,Mexico,MPAs,35935636.0587898,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
North America,Mexico,Boat constsruct. & renov.,11882190.442041,Reported,['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018']
North America,Mexico,Fisheries dev. projects,9647077.02177657,Reported,['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018']
North America,Mexico,Fishing port develop.,0,not found evidence of subsidy,
North America,Mexico,Markt. & storage infrast.,14807664.6031267,Reported,['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018']
North America,Mexico,Tax exemption,130530799.415,Reported,['CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)']
North America,Mexico,Fishing access,323782.64,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
North America,Mexico,Fuel subsidies,23585488.951212,Reported,['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018']
North America,Mexico,Fisher assistance,24293424.2360655,Reported,"['Comisin Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018', 'OECDStat, Overseas Development Aid, Fisheries Training']"
North America,Mexico,Vessel buyback,0,not found evidence of subsidy,
North America,Mexico,Rural fisher communities,0,not found evidence of subsidy,
North America,USA,Fisheries mangt.,1956419781.18421,Reported,"['Alaska, Annual Account Analysis Report of ADF&G Portions of Fish and Game Fund (2017)', 'Alaska Division of Sport Fish, FY 2017', 'California Department of Fish and Wildlife, Budget Fact Book FY 2018-19', 'Delaware State Senate Bill No. 235, 2019', 'Florida, Programs of the Fish and Wildlife Research Institute', 'OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Georgia H.B. 31, 2019-20', 'Hawaii Department of Land and Natural Resources, FY 2019', 'Louisiana State Budget, 2018-19', 'Maryland Sport Fisheries Advisory Council Budget Report, FY 2017', 'Massachussetts Division of Marine Fisheries, Budget Summary 2018-19', 'New Hampshire Budget for Fiscal Years Ending June 30, 2020-21', 'New Jersey Annual Report 2017', 'New York Department of Environmental Conservation, 2018', 'NOAA Budget Estimates 2018 Congressional Submission', 'North Carolina Division of Marine Fisheries, 2012-17', 'Oregon Department of Fish and Wildlife, 2017-19', 'Rhode Island, Budget for Fiscal Year 2017', 'Rhode Island Budget, Fiscal Year 2017', 'Texas Parks and Wildlife Department, Financial Overview 2017', 'US Coast Guard 2018 Budget Overview', 'Virginia Office of Natural Resources, 2016-18']"
North America,USA,Fishery R&D,40127780.1977216,Reported,"['Alaska Division of Sport Fish, FY 2017', 'USA 2018 Analytical Perspectives, Research and Development', 'Maryland Sport Fisheries Advisory Council Budget Report, FY 2017']"
North America,USA,MPAs,190570702.966068,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
North America,USA,Boat constsruct. & renov.,2659142.90626865,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
North America,USA,Boat constsruct. & renov.,145180302.44224,Modeled,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
North America,USA,Fisheries dev. projects,336524.247886387,Reported,"['Alaska, Annual Account Analysis Report of ADF&G Portions of Fish and Game Fund (2017)', 'Delaware State Senate Bill No. 235, 2019']"
North America,USA,Fishing port develop.,0,not found evidence of subsidy,
North America,USA,Markt. & storage infrast.,231130019.700865,Reported,"['Agricultural Marketing Service 2018, Purchases by Commodity', 'United States Department of Agriculture FY 2018 Budget Summary', 'OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Market Access Program (MAP) Funding Allocations 2018', 'NOAA USCG 2018']"
North America,USA,Tax exemption,505507564.183088,Modeled,
North America,USA,Fishing access,50418583.06,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
North America,USA,Fuel subsidies,200996603.451873,Modeled,
North America,USA,Fisher assistance,349000,Reported,['NOAA Budget Estimates 2018 Congressional Submission']
North America,USA,Vessel buyback,105792164.947666,Modeled,
North America,USA,Rural fisher communities,0,not found evidence of subsidy,
Oceania,Australia,Fisheries mangt.,103315416.439112,Reported,"['Australian Fisheries Management Authority Operational Plan 2018-19', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Oceania,Australia,Fishery R&D,53391595.8054641,Reported,"['Australia WTO Subsidy Notification', 'Fisheries Research and Development Corporation Operational Plan 2018-19', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Oceania,Australia,MPAs,181232631.438962,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Oceania,Australia,Boat constsruct. & renov.,12903829.2474165,Modeled,
Oceania,Australia,Fisheries dev. projects,0,not found evidence of subsidy,
Oceania,Australia,Fishing port develop.,0,not found evidence of subsidy,
Oceania,Australia,Markt. & storage infrast.,344832.0795,Reported,['Fisheries Research and Development Corporation Operational Plan 2018-19']
Oceania,Australia,Tax exemption,0,not found evidence of subsidy,
Oceania,Australia,Fishing access,2845893.93,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Oceania,Australia,Fuel subsidies,12218003.9601488,Modeled,
Oceania,Australia,Fisher assistance,19086634.9325893,Reported,"['Australia WTO Subsidy Notification', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Oceania,Australia,Vessel buyback,9402956.24981437,Modeled,
Oceania,Australia,Rural fisher communities,2477287.566666,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Oceania,Fiji,Fisheries mangt.,13292325.3469332,Modeled,
Oceania,Fiji,Fishery R&D,0,not found evidence of subsidy,
Oceania,Fiji,MPAs,21420911.4625207,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Oceania,Fiji,Boat constsruct. & renov.,1795164.47801721,Modeled,
Oceania,Fiji,Fisheries dev. projects,5309747.57997192,Modeled,
Oceania,Fiji,Fishing port develop.,0,not found evidence of subsidy,
Oceania,Fiji,Markt. & storage infrast.,4032921.30478939,Modeled,
Oceania,Fiji,Tax exemption,6250635.98384167,Modeled,
Oceania,Fiji,Fishing access,216026.71,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Oceania,Fiji,Fuel subsidies,7198192.86577208,Modeled,
Oceania,Fiji,Fisher assistance,0,not found evidence of subsidy,
Oceania,Fiji,Vessel buyback,0,not found evidence of subsidy,
Oceania,Fiji,Rural fisher communities,1665754.40553057,Modeled,
Oceania,Kiribati,Fisheries mangt.,51239495.4702927,Modeled,
Oceania,Kiribati,Fishery R&D,0,not found evidence of subsidy,
Oceania,Kiribati,MPAs,5196945.00003859,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Oceania,Kiribati,Boat constsruct. & renov.,532375.776287704,Modeled,
Oceania,Kiribati,Fisheries dev. projects,6280953.72513293,Modeled,
Oceania,Kiribati,Fishing port develop.,0,not found evidence of subsidy,
Oceania,Kiribati,Markt. & storage infrast.,8879105.88698751,Modeled,
Oceania,Kiribati,Tax exemption,0,not found evidence of subsidy,
Oceania,Kiribati,Fishing access,1083381.27,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Oceania,Kiribati,Fuel subsidies,639435.982751778,Modeled,
Oceania,Kiribati,Fisher assistance,0,not found evidence of subsidy,
Oceania,Kiribati,Vessel buyback,0,not found evidence of subsidy,
Oceania,Kiribati,Rural fisher communities,0,not found evidence of subsidy,
Oceania,Marshall Is,Fisheries mangt.,20402368.9925041,Modeled,
Oceania,Marshall Is,Fishery R&D,4780335.5144528,Modeled,
Oceania,Marshall Is,MPAs,2972441.79975821,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
